науч,практ,конф,1558
словарь,лингвистический,термин,8360
смысловой,восприятие,речевой,1036
восприятие,речевой,сообщение,1064
Межвуз,сб,научн,1301
сб,научн,тр,1476
актуальный,проблема,русский,3706
материал,международный,научный,3489
научно,практический,конференция,14992
оглавление,ДИССЕРТАЦИИдоктор,филологический,1075
ДИССЕРТАЦИИдоктор,филологический,наука,1451
введение,диссертация,часть,9127
диссертация,часть,автореферат,15235
большой,советский,энциклопедия,1824
заключение,ДИССЕРТАЦИИпо,тема,11534
ДИССЕРТАЦИИпо,тема,русский,4586
тема,русский,язык,4627
список,литература,диссертационный,12978
литература,диссертационный,ИССЛЕДОВАНИЯдоктор,1522
диссертационный,ИССЛЕДОВАНИЯдоктор,филологический,1409
ИССЛЕДОВАНИЯдоктор,филологический,наука,1409
проблема,русский,словообразование,2949
научно,методический,конференция,2312
пед,ин,тов,2657
межвузовский,научный,конференция,1124
структурно,семантический,характеристика,1557
структурно,семантический,особенность,2983
научно,технический,терминология,4956
вопрос,романо,германский,1131
структурно,семантический,тип,1366
научный,доклад,высокий,1475
доклад,высокий,школа,1558
русский,язык,словообразование,1742
язык,тезис,доклад,1575
язык,актуальный,проблема,1364
русский,словообразование,ташкент,1014
московский,университет,серия,1216
университет,серия,филология,1397
русский,язык,вопрос,3662
структурно,семантический,анализ,1930
высокий,школа,филологический,1275
школа,филологический,наука,1432
материал,научный,конференция,1990
факультет,иностранный,язык,1300
сборник,научный,статья,2986
русский,язык,проблема,1992
функционирование,языковой,единица,1063
лексико,грамматический,разряд,1215
русский,язык,учебный,1527
язык,учебный,пособие,3566
научный,конференция,посвящать,1245
конференция,посвящать,летие,1909
русский,язык,филологический,1305
немецко,русский,словарь,1433
оглавление,ДИССЕРТАЦИИкандидат,филологический,9957
ДИССЕРТАЦИИкандидат,филологический,наука,12932
вывод,введение,диссертация,2487
системно,структурный,образование,1056
анализ,художественный,текст,4633
актуальность,исследование,определяться,1172
метод,сплошной,выборка,4155
данный,диссертационный,исследование,2360
диссертационный,исследование,заключаться,1234
теоретический,значимость,работа,3846
значимость,работа,состоять,1844
лингвистический,анализ,художественный,2196
основной,положение,диссертация,3311
актуальность,тема,исследование,1024
поставлять,цель,предполагать,1217
цель,предполагать,решение,1779
предполагать,решение,следующий,1730
практический,ценность,исследование,1025
серия,гуманитарный,наука,1225
СПИСОК,литература,диссертационный,1223
литература,диссертационный,ИССЛЕДОВАНИЯкандидат,13477
диссертационный,ИССЛЕДОВАНИЯкандидат,филологический,12816
ИССЛЕДОВАНИЯкандидат,филологический,наука,12816
избранный,работа,семиотика,1310
работа,семиотика,поэтика,1328
русский,художественный,литература,1198
литературный,язык,вв,1317
язык,художественный,проза,1750
избранный,труд,лексикология,1540
функциональный,семантика,оценка,2379
разный,уровень,язык,1635
содержание,слово,значение,1025
язык,Автореф,дис,25939
развитие,словарный,состав,1197
язык,сборник,статья,1144
ВВЕДЕНИЕ,диссертация,часть,1429
практика,преподавание,русский,1095
научный,новизна,исследование,4015
практический,значимость,работа,3340
введение,четыре,глава,1434
четыре,глава,заключение,1185
глава,заключение,список,4561
заключение,список,использовать,2943
аспект,семантический,исследование,2332
теория,семантический,поле,1607
метод,семантический,исследование,2805
основной,тип,лексический,1331
материал,международный,научно,1526
международный,научно,практический,6535
национальный,образ,мир,1238
русский,ассоциативный,словарь,2313
компонент,содержательный,структура,1002
национальный,культурный,компонент,1201
лексический,средство,выражение,1072
толковый,словарь,современный,1224
роль,человеческий,фактор,6254
структура,значение,слово,1465
языковой,номинация,вид,2289
номинация,вид,наименование,2244
языковой,значение,связанный,1045
значение,связанный,значение,1045
связанный,значение,слово,1322
языковой,единица,доклад,1101
языковой,сознание,русский,1286
этнокультурный,специфика,языковой,1276
Лексико,семантический,группа,2671
семантический,группа,слово,1457
язык,языковой,механизм,1814
языковой,механизм,экспрессивность,1683
лексикология,современный,русский,1197
семасиология,русский,язык,1179
актуальный,проблема,современный,2491
данный,исследование,являться,1479
значимость,работа,заключаться,2416
основной,положение,выносить,1702
язык,Уч,зап,1589
конец,начало,вв,1426
гос,пед,уна,6605
Дис,канд,филол,26697
Автореф,дис,канд,58837
дис,канд,филол,110217
филол,наука,уфа,2050
Дис,докт,филол,1680
языкознание,большой,энциклопедический,2496
большой,энциклопедический,словарь,4816
энциклопедический,словарь,Гл,4147
словарь,Гл,ред,4260
текст,художественный,произведение,1499
предмет,исследование,являться,2943
использоваться,следующий,метод,1013
апробация,работа,основной,4050
работа,основной,положение,3517
международный,научный,конференция,10635
конференция,молодой,ученый,2118
глава,заключение,библиография,2141
приложение,заключение,ДИССЕРТАЦИИпо,2059
диссертационный,исследование,посвящать,1403
исследование,посвящать,изучение,1304
язык,часть,речь,1070
лингвистика,Вып,теория,1609
Вып,теория,речевой,2185
проблема,функциональный,грамматика,1595
Автореф,канд,филол,2151
теория,функциональный,грамматика,4629
язык,учеба,пособие,3894
вестник,мгу,сера,2800
мгу,сера,филология,1515
структура,художественный,текст,2975
основа,лингвистический,теория,1852
текст,Дис,канд,1699
филол,наука,волгоград,4118
Вып,лингвистика,текст,1195
русский,язык,учеба,2475
русский,язык,Дис,2867
язык,Дис,канд,8961
новизна,исследование,состоять,1099
язык,предмет,исследование,1131
анализ,словарный,дефиниция,1031
практический,значимость,исследование,2245
значимость,исследование,заключаться,1848
всероссийский,научный,конференция,2906
тема,диссертация,опубликовывать,1788
защита,выноситься,следующий,6517
выноситься,следующий,положение,5792
структура,работа,диссертация,2931
работа,диссертация,состоять,3191
глава,заключение,библиографический,1335
заключение,библиографический,список,1498
данные,язык,попытка,1338
язык,попытка,системный,1346
попытка,системный,описание,1368
лексико,фразеологический,семантика,1476
фразеологический,семантика,язык,1444
язык,воронеж,Изд,1321
воронеж,гос,уна,2121
Автореф,дисс,докт,1664
дисс,докт,филол,2291
филол,наука,краснодар,2580
школа,язык,русский,6783
Автореф,дисс,канд,16240
дисс,канд,филол,22635
филол,наука,спб,5096
язык,филологический,наука,1926
разновидность,интерпретировать,подход,1232
русский,язык,ростов,1913
машинный,фонд,русский,1125
вестник,Моск,уна,1040
объективный,картина,мир,1679
начальный,этап,становление,1007
англо,русский,фразеологический,1526
русский,фразеологический,словарь,2872
фразеология,современный,английский,1407
Лакофф,Дж,джонсон,1041
русский,семантический,словарь,1241
русский,язык,Автореф,8937
язык,Автореф,дисс,7152
лингвистика,Вып,когнитивный,1098
Вып,когнитивный,аспект,1473
когнитивный,аспект,язык,2356
фразеология,современный,русский,2181
анализ,языковой,материал,1291
значимость,работа,определяться,1125
следующий,задача,определять,1104
методологический,основа,исследование,1691
филол,наука,саратов,2971
аспект,Автореф,дис,1785
текст,учебный,пособие,2504
филол,наука,тверь,1360
док,филол,наука,1729
дисс,канд,филолог,1068
канд,филолог,наука,5498
век,Автореф,дис,1175
стилистика,английский,язык,2517
пражский,лингвистический,кружок,2072
английский,язык,Автореф,9479
дис,доктор,филол,1212
доктор,филол,наука,3159
семантический,исследование,семантика,1051
исследование,семантика,время,1010
русский,язык,семантика,1485
метафора,теория,метафора,1686
фрагмент,русский,языковой,2244
аспект,семантика,номинативный,1798
семантика,номинативный,единица,1859
интерпретация,художественный,текст,2399
словарь,справочник,лингвистический,1698
справочник,лингвистический,термин,1808
качество,объект,исследование,1003
языковый,картина,мир,1959
иванов,Вяч,вс,1153
служебный,часть,речь,1335
свободный,ассоциативный,эксперимент,1454
научный,новизна,работа,3996
язык,русский,поэзия,1422
эстетика,словесный,творчество,3024
Сб,науч,тр,13292
стилистика,художественный,речь,1163
известие,ран,серия,1181
объект,лингвистический,исследование,5023
филол,наука,томск,1981
психолингвистический,проблема,семантика,1017
филол,наука,минск,2064
язык,речь,речевой,1068
речь,речевой,деятельность,1773
Концептосфера,русский,язык,1897
анализ,поэтический,текст,1206
филол,наука,барнаул,1337
текст,Автореф,дис,4117
система,язык,воронеж,1256
текст,Автореф,дисс,1160
язык,коммуникация,модальность,1199
коммуникация,модальность,дейксис,1152
энциклопедия,Гл,ред,1085
киев,Наукова,думка,1595
языковой,личность,проблема,2193
науч,тр,Вып,1288
художественный,текст,текст,1666
картина,мир,роль,1323
мир,роль,человеческий,1298
актуальность,данный,исследование,1195
русский,поэзия,век,1370
теоретический,значимость,диссертация,1542
актуальный,проблема,лингвистика,1338
урал,гос,пед,1807
междунар,науч,конф,1774
позволять,сделать,следующий,1303
ЛЭС,лингвистический,энциклопедический,1113
Автореф,канд,дис,1267
Вестн,Моск,уна,1122
текст,вопрос,языкознание,1085
проблема,структурный,лингвистика,4991
языковой,значение,семантика,1378
значение,семантика,производный,1351
семантика,производный,слово,2122
слово,вопрос,языкознание,1550
язык,различный,тип,2886
новизна,работа,заключаться,1975
теоретический,основа,исследование,2093
национальный,культурный,особенность,1059
немецкий,язык,текст,2005
филол,наука,воронеж,3178
немецкий,язык,Автореф,3879
сопоставительный,изучение,язык,1339
филол,наука,одесса,1308
общий,теория,перевод,1319
основной,метод,исследование,1486
новизна,исследование,заключаться,2003
синтаксис,современный,русский,3840
проводить,исследование,позволять,1093
теоретический,проблема,синтаксис,1113
структура,простой,предложение,1912
строй,русский,язык,1223
сб,науч,труд,3015
общий,языкознание,внутренний,1064
языкознание,внутренний,структура,1065
внутренний,структура,язык,1111
Пешковский,русский,синтаксис,1960
русский,язык,Дисс,1124
структурно,семантический,организация,1198
новизна,работа,состоять,1172
диссертация,диссертация,состоять,1023
стилистика,современный,английский,2199
ан,ссср,сера,5430
ссср,сера,лит,4367
русский,язык,Сб,1188
язык,Сб,статья,1342
филол,наука,киев,4153
стиль,современный,русский,1047
язык,Межвуз,сб,1095
Сб,научн,тр,1547
филол,наука,ростов,2561
текст,Сб,науч,1573
Сб,науч,труд,3532
филол,наука,казань,2234
бодуэн,де,Куртене,1091
теоретический,значимость,исследование,3095
значимость,исследование,состоять,1400
общий,теория,грамматика,1113
современный,лингвистический,семантика,1242
теория,художественный,речь,1101
языковой,номинация,общий,2297
номинация,общий,вопрос,2311
язык,разный,система,1256
лингвистический,теория,значение,1201
трехмерный,пространство,язык,1041
имя,предикат,предложение,1210
создание,языковой,картина,1092
первый,глава,глава,1057
глава,введение,диссертация,3244
актуальность,исследование,обусловливать,1074
проблема,когнитивный,лингвистика,3299
история,лингвистический,учение,1298
Лексико,семантический,поле,1797
семантический,группа,глагол,1557
автореферат,дисс,канд,1825
лексический,значение,принцип,1223
ОГЛАВЛЕНИЕ,ДИССЕРТАЦИИкандидат,филологический,1907
достижение,поставлять,цель,3009
лингвистика,Вып,лингвистический,1816
национальный,картина,мир,2102
семантика,фразеологический,единица,1502
язык,Отв,ред,2405
коннотативный,аспект,семантика,1963
атлас,русский,народный,1487
научный,новизна,диссертация,1458
коммуникативный,аспект,русский,1542
аспект,русский,синтаксис,1465
когнитивный,аспект,языковой,1367
аспект,языковой,категоризации,1147
наука,Ленингр,отд,2527
функциональный,грамматика,Темпоральность,1004
картина,мир,модель,1389
мир,модель,пространство,1206
вопрос,грамматический,строй,1128
авто,реф,дис,1031
ван,язык,познание,1749
текст,учеба,пособие,4433
актуальный,членение,предложение,2396
вопрос,французский,язык,2346
филол,наука,баку,1423
русский,язык,опыт,1134
очерк,функциональный,синтаксис,1274
функциональный,синтаксис,русский,1241
филол,наука,алма,1718
наука,алма,ата,1928
речь,Автореф,дис,1695
единица,разный,уровень,2564
грамматика,немецкий,язык,1642
современный,американский,лингвистика,1022
материал,современный,русский,1437
Вып,лингвистический,прагматика,1921
избранный,труд,исследование,1124
грамматический,строй,язык,1413
глава,теоретический,основа,1206
материал,всероссийский,научный,1065
проблема,речевой,коммуникация,1309
анализ,язык,культурный,2725
язык,культурный,концепт,2749
база,исследование,послужить,1005
речевой,акт,новое,1755
английский,язык,Дис,3722
внутри,мыслящий,мир,1020
мир,человек,текст,1494
всероссийский,научно,практический,2192
цель,исследование,являться,1182
Сб,научн,труд,1255
лингвистический,проблема,научно,1439
проблема,научно,технический,1625
словарь,разный,тип,1248
акад,наука,ссср,1664
филол,наука,ташкент,1212
решаться,следующий,задача,1387
автореферат,дис,канд,2796
новый,литературный,обозрение,2019
научный,картина,мир,1151
НДВШ,филологический,наука,1368
семантика,русский,глагол,1858
язык,автореферат,дис,1117
филол,наука,тбилиси,1232
средство,выражение,категория,1451
язык,Дисс,канд,3173
ИНИОН,ан,ссср,1148
канд,филос,наука,1087
художественный,картина,мир,1766
русский,фразеология,семантический,2262
фразеология,семантический,прагматический,2230
русский,язык,исторический,1974
Сб,научный,труд,1886
диссертационный,исследование,являться,1782
морфологический,структура,слово,1076
тверь,Твер,гос,1563
Твер,гос,уна,2079
курс,общий,лингвистика,1781
русский,литература,век,1246
практический,ценность,работа,2273
лингвистика,текст,материал,1051
компонент,семантический,структура,1027
предложение,вопрос,языкознание,1111
Моск,гос,уна,1372
фи,лола,наука,1255
филол,наука,иркутск,1112
де,курс,общий,1032
конференция,актуальный,проблема,1541
язык,русый,культура,1059
Автореф,Дис,канд,1075
дис,канд,фил,2347
канд,фил,наука,5078
структура,текст,антология,1839
материал,современный,немецкий,1286
иностр,лит,ры,1520
воронежский,государственный,университет,2035
русский,язык,текст,13778
сравнительно,сопоставительный,анализ,1341
язык,учить,зап,1039
список,использовать,словарь,1220
Междунар,науч,конф,1402
филол,наука,москва,1699
лексический,атлас,русский,1431
московский,университет,сера,1395
университет,сера,филология,1309
настоящий,диссертационный,исследование,2185
теоретический,база,исследование,1650
теория,часть,речь,1257
расти,акад,наука,1133
язык,Сб,науч,2048
результат,диссертационный,исследование,1320
киев,Вища,школа,1916
текст,текст,текст,6536
смысл,Логико,семантический,1107
Логико,семантический,проблема,1105
Сб,науч,ст,1351
Сб,статья,Отв,1197
статья,Отв,ред,2077
энциклопедический,словарь,языкознание,1088
теоретический,грамматика,французский,1111
грамматика,французский,язык,1423
лексикология,английский,язык,2394
заключение,список,литература,1122
немецкий,разговорный,речь,1285
анализ,язык,образ,1051
язык,образ,человек,1070
грамматика,современный,английский,1106
диссертационный,исследование,состоять,1525
язык,социальный,статус,1382
теория,речевой,воздействие,1107
анализ,фразеологический,единица,1578
речь,саратов,Изд,1100
вестник,челябинский,государственный,1165
дискурс,языковой,личность,1103
Ленингр,отд,ние,2582
газетный,публицистический,стиль,1395
французский,язык,Автореф,1472
филол,наука,пятигорск,1273
материал,современный,английский,2276
фразеологический,картина,мир,1248
язык,список,литература,1059
авторский,картина,мир,1064
студент,пед,ин,1108
языковой,личность,текст,1376
проблема,межкультурный,коммуникация,1160
науч,тр,Отв,1009
тр,Отв,ред,1171
картина,мир,текст,2149
ран,серия,литература,1035
фон,избранный,труд,1410
теоретический,грамматика,английский,1065
грамматика,английский,язык,2889
науч,тр,МГПИИЯ,1342
английский,язык,Дисс,1137
яз,русый,культура,1206
автореф,дис,канд,31484
данный,диссертационный,работа,1106
диссертация,кандидат,филологический,1089
вносить,определенный,вклад,1900
ст,Отв,ред,1229
гос,гуманит,уна,1338
сб,науч,ст,1864
методологический,база,исследование,1301
язык,сознание,коммуникация,1874
дис,канд,филолог,2397
материал,междунар,науч,1056
исследователь,русский,язык,1173
науч,тр,волгоград,2084
немецкий,язык,Дис,1259
русский,язык,сегодня,1449
государственный,университет,серия,1461
английский,язык,учеба,1033
язык,язык,пространство,1914
челябинский,государственный,университет,1237
высш,учеба,заведение,1883
филол,наука,махачкала,2841
речевой,деятельность,текст,1239
точка,зрение,роль,1022
современный,китайский,язык,1089
язык,дагестан,махачкала,1087
казан,татарин,кит,1487
татарин,кит,нэшр,1446
отраслевой,лексика,дагестанский,1048
лексика,дагестанский,язык,1389
энциклопедический,словарь,русский,1568
издательский,центр,академия,2568
концепт,прецедентный,текст,1202
синтаксис,английский,язык,1291
русский,язык,автореф,2655
вопрос,когнитивный,лингвистика,2900
кабардино,черкесский,язык,2016
сравнительный,типология,английский,1295
филологический,факультет,СПбГУ,1091
иберийский,кавказский,язык,2386
межвуз,сб,науч,3280
филологический,анализ,текст,1362
энциклопедический,словарь,гл,1342
словарь,гл,ред,1406
немецкий,литературный,язык,1040
фак,иностр,яз,1446
ДИССЕРТАЦИИпо,тема,германский,2552
тема,германский,язык,2552
текст,дис,канд,6699
английский,язык,дис,1725
язык,дис,канд,4791
английский,язык,автореф,2485
корпус,русский,язык,3338
теория,межкультурный,коммуникация,1004
английский,язык,текст,6169
студ,высш,учеба,1169
ДИССЕРТАЦИИпо,тема,теория,2022
тема,теория,язык,2022
язык,культура,коммуникация,1477
объект,междисциплинарный,исследование,1364
ДИССЕРТАЦИИпо,тема,сравнительно,1519
тема,сравнительно,исторический,1524
сравнительно,исторический,типологический,1686
дагестанский,язык,махачкала,1319
лезгинский,язык,махачкала,1030
язык,автореф,дис,8135
исторический,грамматика,тюркский,1259
ДИССЕРТАЦИИпо,тема,язык,1043
тема,язык,народ,1043
труд,международный,конференция,1594
казать,тат,кит,1453
тат,кит,нэшр,1565
автореф,дисс,канд,3384
язык,славянский,культура,13617
язык,исторический,судьба,1798
конгресс,исследователь,русский,1083
текст,автореф,дис,10400
литературный,язык,текст,1457
посредство,ключевой,слово,1143
спб,филологический,факультет,1093
методологический,проблема,когнитивный,2725
карасик,языковой,личность,1160
когнитивный,лингвистика,воронеж,1835
путь,получение,знание,1025
Стернин,воронеж,Изд,1069
личность,концепт,становление,1129
концепт,становление,антропоцентрический,1068
становление,антропоцентрический,парадигма,1100
Лингвокультурология,языковой,личность,1123
языковой,личность,концепт,1178
французский,язык,текст,1250
русский,язык,дис,1546
международный,конференция,диалог,2843
национальный,корпус,русский,3046
стилистический,энциклопедический,словарь,1561
электронный,ресурс,электронный,2210
ресурс,электронный,ресурс,1822
ресурс,режим,доступ,16968
языковой,круг,личность,2471
круг,личность,концепт,2524
личность,концепт,дискурс,2541
издание,рекомендовать,ВАК,1525
филол,наука,текст,4753
когнитивный,лингвистика,текст,1293
электронный,ресурс,режим,16402
аспект,автореф,дис,1348
режим,доступ,электронный,3914
доступ,электронный,ресурс,3877
основа,теория,дискурс,1129
энциклопедический,словарь,текст,1540
автореф,дис,докт,1855
язык,электронный,ресурс,1841
язык,текст,автореф,2735
учебный,пособие,текст,1130
текст,автореф,дисс,1029
язык,текст,дис,1902
режим,доступ,Загл,1007
режим,доступ,свободный,3209
доступ,свободный,Загл,1061
режим,доступ,дата,7718
доступ,дата,обращение,7705
дата,обращение,электронный,7695
доступ,режим,доступ,1016
обращение,электронный,ресурс,7598
урало,алтайский,исследование,4768
электронный,ресурс,дата,13853
ресурс,дата,обращение,13691
дата,обращение,дата,4415
