проблема,отраслевой,лексика,дагестанский,569
речь,энциклопедический,словарь,справочник,567
национальный,вариант,испанский,язык,567
строй,современный,русский,язык,563
британский,вариант,английский,язык,561
русский,язык,Уч,зап,561
бас,словарь,современный,русский,560
московский,государственный,лингвистический,университет,560
словарь,русский,язык,Сост,558
личность,концепт,дискурс,текст,557
общий,курс,русский,грамматика,556
русский,разговорный,речь,фонетика,556
концепт,Сб,науч,тр,554
словарь,современный,английский,язык,553
лексика,современный,английский,язык,553
структура,лексико,семантический,поле,551
текст,Межвуз,сб,науч,551
современный,русский,язык,Дисс,550
разговорный,речь,фонетика,морфология,550
лингвистика,текст,современный,состояние,547
семиотический,проблема,язык,наука,546
семантический,структура,слово,психолингвистический,545
славянский,древность,этнолингвистический,словарь,544
текст,основа,лингвистический,теория,543
опыт,словарь,тюркский,наречие,542
функционально,прагматический,концепция,текст,542
концепт,дискурс,волгоград,перемена,541
семантический,класс,русский,глагол,540
структура,слово,психолингвистический,исследование,539
язык,текст,учеба,пособие,539
художественный,текст,основа,лингвистический,539
термин,лингвистический,проблема,научно,537
предложение,Автореф,дис,канд,537
русский,язык,толково,словообразовательный,535
изучение,функциональный,сторона,язык,535
межкультурный,коммуникация,учеба,пособие,535
английский,язык,учебный,пособие,534
английский,язык,Автореф,канд,534
современный,русский,язык,автореферат,533
система,язык,воронеж,Изд,532
речь,фонетика,морфология,лексика,530
фразеология,современный,немецкий,язык,526
текст,материал,научный,конференция,524
арутюнов,лингвистический,энциклопедический,словарь,523
текст,сб,науч,тр,523
фонетика,морфология,лексика,жест,523
проблема,изучение,функциональный,сторона,522
большой,немецко,русский,словарь,522
проблема,системный,описание,синтаксис,522
казахский,язык,алма,ата,521
опыт,теория,лингвистический,модель,521
русский,языковый,модель,мир,521
современный,турецкий,литературный,язык,520
текст,Дисс,канд,филол,520
фразеологический,единица,современный,русский,518
кн,проблема,структурный,лингвистика,517
система,современный,английский,язык,515
исторический,морфология,русский,язык,513
язык,известие,ан,ссср,511
теория,лингвистический,модель,смысл,511
единица,современный,русский,язык,511
русский,политический,метафора,материал,511
язык,автореферат,дисс,канд,510
вопрос,психолингвистика,вопрос,психолингвистика,510
дискурс,речь,речевой,деятельность,510
русский,язык,актуальный,проблема,510
Уфимцева,лексический,значение,принцип,510
компонент,семантический,структура,высказывание,508
немецкий,язык,дис,канд,508
современный,русский,язык,дис,508
волгоградский,государственный,педагогический,университет,507
функциональный,тип,русский,речь,506
морфология,современный,английский,язык,506
исследование,семантика,русский,глагол,505
семинар,филологический,факультет,мгу,505
словарь,русский,личный,имя,504
лингвистический,модель,смысл,текст,504
фразеологический,синоним,русский,язык,504
художественный,текст,Автореф,дис,504
современный,русский,художественный,литература,503
конец,век,языковой,изменение,503
экспериментальный,исследование,семантика,русский,502
стилистика,современный,русский,язык,502
словарь,фразеологический,синоним,русский,500
лингвистика,текст,материал,научный,500
язык,конец,век,языковой,500
фонетика,современный,русский,язык,499
материал,язык,различный,тип,499
русский,фразеология,историко,этимологический,499
современный,русский,язык,теория,499
основной,понятие,русский,фразеология,497
научно,практический,конференция,язык,497
современный,русский,язык,опыт,497
русский,язык,Автореф,канд,497
теория,язык,репрезентативный,функция,496
получать,метод,сплошной,выборка,495
современный,английский,язык,учеба,495
грамматика,русский,язык,текст,494
лексика,дагестанский,язык,название,494
немецкий,языковой,картина,мир,493
Лексико,семантический,группа,глагол,493
когнитивный,лингвистика,воронеж,Изд,492
го,лицо,единственный,число,490
дискурсивный,слово,русский,язык,489
иркутский,государственный,лингвистический,университет,488
лексика,разговорный,употребление,проблема,488
современный,башкирский,литературный,язык,487
грамматический,словарь,русский,язык,487
язык,синтаксис,простой,предложение,487
логический,анализ,язык,истина,486
семантический,группа,русский,глагол,486
синтаксический,словарь,репертуар,элементарный,486
дискурс,Сб,науч,тр,485
семантический,система,язык,воронеж,485
материал,исследование,послужить,текст,484
государственный,университет,серия,филология,484
карачаево,балкарский,язык,нальчик,483
современный,русский,язык,фонетика,483
репертуар,элементарный,единица,русский,481
русский,язык,Отв,ред,480
предложение,современный,русский,язык,479
лексический,средство,обозначение,эмоция,479
лексикология,лексикография,культура,речь,478
русский,язык,новый,период,477
текст,межвузовский,сборник,научный,477
язык,репрезентативный,функция,язык,477
разговорный,употребление,проблема,семантика,476
современный,английский,язык,учебник,476
логический,анализ,язык,знание,476
психолингвистический,аспект,изучение,текст,475
ситуация,проблема,структурный,лингвистика,475
состав,современный,английский,язык,475
словарь,репертуар,элементарный,единица,475
аспектологического,семинар,филологический,факультет,475
язык,Автореф,канд,дис,475
курс,русский,литературный,язык,474
стиль,современный,русский,литературный,474
русский,язык,порядок,слово,473
литературный,язык,первый,половина,473
язык,сознание,коммуникация,Сб,472
слово,Автореф,дис,канд,472
русский,язык,русский,словесность,471
русский,речь,русский,речь,469
словарь,славянский,язык,праславянский,468
современный,таджикский,литературный,язык,468
язык,межвузовский,сборник,научный,468
практика,преподавание,английский,язык,467
логический,анализ,естественный,язык,467
русский,язык,текст,дис,466
элементарный,единица,русский,синтаксис,466
аспект,Сб,науч,тр,464
основной,вопрос,синтаксис,предложение,463
понятие,языковой,картина,мир,463
языковой,процесс,современный,русский,463
терминология,Автореф,дис,канд,462
структурный,схема,простой,предложение,461
лексикология,современный,немецкий,язык,461
немецкий,язык,Дисс,канд,461
когнитивный,наука,вопрос,языкознание,461
язык,Автореф,Дис,канд,459
метод,сопоставительный,изучение,язык,458
виртуальность,человек,сознание,коммуникация,458
исторический,синтаксис,русский,язык,457
Концептосфера,русский,язык,русский,456
социокультурный,стереотип,речевой,общение,456
бурятский,язык,улан,удэ,456
лингвистика,текст,материал,науч,456
лингвистика,Вып,лингвистический,семантика,456
язык,сознание,коммуникация,Вып,455
национальный,социокультурный,стереотип,речевой,454
речь,сб,науч,ст,454
язык,предмет,исследование,являться,453
дискурс,лингвистический,энциклопедический,словарь,453
славянский,язык,праславянский,лексический,452
язык,праславянский,лексический,фонд,451
ежегодник,иберийский,кавказский,языкознание,450
слово,аспект,семантический,исследование,449
сравнительный,морфология,тюркский,язык,449
русский,язык,Гл,ред,448
современный,русский,язык,порядок,448
материал,английский,язык,Дис,448
компонентный,анализ,многозначный,слово,448
значение,аспект,семантический,исследование,448
актуальный,проблема,культура,речь,447
словарь,русский,язык,спб,446
психология,когнитивный,наука,вопрос,446
концепт,методологический,проблема,когнитивный,446
русский,семантический,словарь,толковый,445
вестник,воронежский,государственный,университет,445
норма,современный,русский,литературный,444
словарь,когнитивный,термин,текст,444
преподавание,русский,язык,иностранец,444
лексический,значение,аспект,семантический,444
функционирование,грамматический,категория,текст,444
семантический,словарь,толковый,словарь,443
предложение,современный,английский,язык,443
тип,лексический,значение,аспект,443
русский,язык,советский,эпоха,442
толковый,словарь,русский,глагол,441
сравнительный,словарь,мифологический,символика,441
лексический,значение,слово,структура,440
язык,человек,картина,мир,440
русский,разговорный,речь,лингвистический,440
язык,семантический,тип,предикат,440
современный,русский,язык,морфология,439
аспект,текст,автореф,дис,439
методика,исследование,структура,концепт,439
словарный,состав,современный,английский,438
русский,язык,синтаксис,простой,438
бюллетень,уральский,лингвистический,общество,437
зарубежный,лингвистика,когнитивный,аспект,437
разговорный,речь,лингвистический,анализ,437
национальный,вариант,английский,язык,437
тюркский,язык,советский,тюркология,436
пространство,логический,анализ,язык,436
русский,язык,функционирование,грамматический,436
русский,литературный,язык,новый,435
языковой,личность,проблема,коммуникативный,435
язык,функционирование,грамматический,категория,435
зарубежный,лингвистика,лингвистический,прагматика,434
лингвистика,когнитивный,аспект,язык,434
институт,языкознание,ран,москва,433
язык,Автореф,дисс,докт,433
личность,проблема,коммуникативный,деятельность,433
процесс,современный,русский,художественный,433
современный,русский,язык,социальный,432
словарь,толковый,словарь,систематизировать,431
язык,познание,коммуникация,текст,431
грамматика,современный,турецкий,литературный,430
СРЯ,словарь,русский,язык,430
лингвистика,бюллетень,уральский,лингвистический,429
имя,предикат,предложение,Семиологическая,429
проблема,речевой,коммуникация,саратов,428
лексико,грамматический,средство,выражение,427
развитие,словообразование,современный,русский,427
текст,материал,науч,конф,427
сокровенный,смысл,слово,текст,426
Лакофф,Дж,лингвистический,гештальты,426
язык,первый,половина,век,425
смысл,слово,текст,культура,425
речь,современный,английский,язык,425
язык,культура,познание,текст,425
язык,пространство,Отв,ред,425
русский,разговорный,речь,текст,425
русский,язык,семантический,тип,425
русский,язык,Межвуз,сб,425
большой,словарь,русский,жаргон,424
аспект,изучение,лексический,материал,424
описание,разговорный,речь,горький,424
язык,Сб,науч,труд,423
человек,текст,культура,екатеринбург,423
предикат,предложение,Семиологическая,грамматика,422
язык,язык,динамический,мир,421
устойчивый,сравнение,русский,язык,421
теория,перевод,статус,проблема,421
когнитивный,лингвистика,учебный,пособие,421
понимание,связный,текст,новое,421
литературный,язык,Автореф,дисс,420
картина,мир,сквозь,призма,420
картина,мир,Отв,ред,420
семантический,поле,вопрос,языкознание,420
перевод,статус,проблема,аспект,419
язык,язык,пространство,Отв,419
метод,современный,структурный,лингвистика,419
проблема,исследование,языковой,картина,418
анализ,язык,язык,динамический,418
русский,язык,теория,анализ,418
