,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
20,лингвистический основа балканский модель мир,3.27,0.0,0.0,0.0,2.8,4.2,1.6,0.0,0.3914,91.05,89.0
21,функциональный синтаксис современный английский язык,3.26,0.0,0.0,4.9,5.4,3.2,1.1,0.9,0.457,88.34,87.0
22,синтаксис современный русский литературный язык,3.17,1.2,1.1,4.4,4.3,3.3,1.0,0.9,0.4203,89.5,95.0
24,синонимика современный русский литературный язык,3.12,1.2,0.3,3.8,3.5,3.4,1.2,0.5,0.4788,88.45,82.0
23,норма современный русский литературный язык,3.1,8.4,2.6,2.4,2.5,3.1,1.7,0.5,0.3667,89.78,100.0
25,ассоциативный тезаурус современный русский язык,03.03,0.0,0.0,0.0,0.6,3.1,2.9,0.0,0.4805,88.41,76.0
26,единица словообразовательный система русский язык,2.83,0.0,0.0,0.0,2.2,3.1,2.1,0.5,0.4905,88.96,77.0
27,морфологический категория современный русский язык,2.78,0.0,0.0,1.8,4.1,3.0,1.2,0.0,0.4228,90.67,84.0
28,грамматика современный башкирский литературный язык,2.71,0.0,0.2,2.0,1.8,2.8,1.8,0.0,0.6622,81.75,51.0
29,исторический развитие лексика тюркский язык,2.55,1.2,6.4,3.1,2.0,2.3,1.1,0.5,0.605,84.83,60.0
30,национальный культурный специфика речевой общение,2.38,0.0,0.0,0.5,2.1,2.8,1.4,0.0,0.468,87.65,81.0
32,история лексика русский литературный язык,2.37,0.0,0.3,1.6,3.5,2.7,0.9,0.0,0.4947,87.32,76.0
31,развитие фонетика современный русский язык,2.36,0.0,0.2,3.4,3.4,2.3,0.9,0.5,0.4703,86.11,82.0
33,механизм экспрессивный окраска языковой единица,2.32,0.0,0.0,0.0,2.2,2.7,1.5,0.5,0.4267,90.38,83.0
34,лексический система современный русский язык,2.28,0.0,0.3,1.2,1.6,2.3,1.6,2.8,0.3942,90.98,92.0
36,конструкция современный русский литературный язык,2.23,0.0,0.2,1.0,3.3,2.4,1.1,0.0,0.4335,89.51,82.0
35,грамматический строй современный русский язык,2.22,3.6,0.2,1.0,2.3,2.6,1.0,0.0,0.4911,87.1,74.0
37,исторический грамматика русский литературный язык,2.21,2.4,0.7,2.9,3.5,2.0,1.1,0.0,0.4664,88.05,78.0
38,новый лексика современный английский язык,2.17,0.0,0.0,0.0,1.7,2.2,1.8,0.5,0.4834,88.29,75.0
39,часть речь современный русский язык,02.05,0.0,0.0,0.9,2.0,2.3,1.1,0.0,0.5143,87.93,69.0
40,диалогический речь современный английский язык,02.03,0.0,0.0,2.2,2.7,2.2,0.9,0.0,0.5377,87.01,68.0
41,типологический описание современный германский язык,02.01,0.0,1.1,4.0,2.2,1.8,0.8,0.0,0.519,86.76,74.0
42,национальный культурный аспект оценочный семантика,2,0.0,0.0,0.0,0.9,2.4,1.4,0.0,0.4737,89.17,73.0
43,фонетика современный русский литературный язык,2,0.0,0.3,2.5,1.4,2.1,1.0,1.4,0.4147,90.42,87.0
45,сравнительно исторический лексика дагестанский язык,1.97,0.0,0.7,0.5,1.2,1.9,1.6,0.0,0.7304,79.92,37.0
44,развитие синтаксис современный русский язык,1.94,6.0,1.1,2.9,2.3,1.9,0.6,0.0,0.4525,90.09,81.0
46,грамматика современный якутский литературный язык,1.81,0.0,0.0,0.8,1.0,2.0,1.3,0.5,0.6796,80.5,45.0
47,языковой сознание носитель русский язык,1.8,0.0,0.0,0.2,0.3,1.4,2.1,2.4,0.5065,86.4,72.0
49,эмоционально чувственный компонент значение слово,1.78,0.0,0.0,0.0,0.0,2.1,1.4,0.9,0.5069,85.63,66.0
48,особенность язык современный газетный публицистика,1.77,0.0,0.0,0.6,1.6,1.9,1.2,0.0,0.4394,89.26,77.0
