,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
28,теория функциональный грамматика,39.81,0.0,0.0,2.2,46.0,43.3,25.7,2.4,0.3007,93.65,119.0
29,система русский язык,38.62,4.8,11.6,20.7,31.1,38.5,26.4,16.9,0.3159,92.64,123.0
30,вариант английский язык,38.46,0.0,0.3,19.4,26.8,34.6,33.9,9.4,0.5184,87.74,115.0
31,лексико семантический поле,36.69,0.0,0.5,11.1,17.6,36.4,30.7,26.3,0.3165,92.49,119.0
32,носитель русский язык,36.61,1.2,2.0,5.3,16.8,33.1,35.9,29.6,0.2855,93.31,123.0
33,семантика языковой единица,34.73,0.0,0.5,5.0,32.5,40.5,19.9,4.2,0.338,92.46,119.0
34,семантический система язык,33.33,1.2,3.6,37.3,32.2,33.6,17.9,8.5,0.2807,93.78,120.0
35,когнитивный аспект язык,32.62,0.0,0.0,0.0,21.6,37.4,22.5,5.6,0.4007,90.49,106.0
36,карачаево балкарский язык,32.44,0.0,47.1,26.9,15.9,31.4,19.6,3.8,0.6004,82.86,100.0
37,коммуникативный прагматический аспект,29.97,0.0,0.0,2.0,19.0,32.9,22.2,7.5,0.3497,92.88,115.0
38,финно угорский язык,28.19,7.2,27.4,17.6,24.5,21.8,23.6,22.1,0.4927,87.81,109.0
39,культура русский речь,27.83,20.3,11.9,9.6,12.4,27.3,22.4,9.9,0.3298,92.18,122.0
40,иберийский кавказский язык,27.2,3.6,4.9,14.7,39.2,26.3,16.5,0.0,0.6684,80.4,81.0
41,эстетика словесный творчество,26.25,0.0,0.0,3.4,21.3,27.5,19.8,4.7,0.3195,93.37,114.0
42,функционально семантический категория,26.08,0.0,0.0,23.8,27.9,24.7,17.0,7.1,0.2858,93.43,115.0
43,структурно семантический особенность,25.79,0.0,2.3,23.0,17.4,23.4,20.1,8.9,0.2781,93.93,118.0
44,синонимический средство язык,25.62,0.0,0.8,14.4,26.0,26.4,16.1,8.0,0.2553,94.61,120.0
45,структура художественный текст,25.6,0.0,0.3,11.0,21.9,27.5,16.5,2.8,0.3261,93.16,120.0
46,грамматика английский язык,24.85,0.0,0.7,25.2,18.5,21.7,19.8,5.2,0.4573,90.02,109.0
47,грамматика тюркский язык,24.46,0.0,59.0,32.6,13.4,19.8,13.7,7.5,0.5461,86.45,99.0
48,лексический система язык,24.45,1.2,3.8,13.4,21.3,25.0,16.2,4.7,0.2495,94.69,123.0
49,теория речевой деятельность,24.42,0.0,0.8,12.2,27.6,24.5,15.8,8.5,0.3207,92.81,118.0
50,семантический анализ лексика,23.69,0.0,2.0,22.8,21.8,25.1,12.4,4.7,0.2713,94.0,121.0
51,стилистика английский язык,21.98,0.0,1.1,14.0,16.7,19.1,19.1,8.9,0.4464,90.18,110.0
52,татарский литературный язык,21.6,0.0,34.0,17.1,12.3,21.4,12.0,0.5,0.6463,81.86,84.0
53,тип лексический значение,20.84,0.0,2.5,27.9,25.4,20.6,9.6,2.8,0.3029,93.29,119.0
54,актуальный членение предложение,20.72,1.2,3.6,31.7,29.2,19.0,9.6,2.4,0.3299,92.14,120.0
55,русский языковой сознание,20.67,0.0,0.0,0.0,3.4,20.1,21.2,2.4,0.4095,89.92,107.0
56,интерпретация художественный текст,20.62,0.0,0.2,9.2,17.3,21.6,14.0,5.2,0.3451,92.4,116.0
57,лексикология английский язык,20.57,0.0,1.3,20.5,15.8,18.3,15.9,1.9,0.4013,91.34,111.0
58,форма прошедший время,20.49,9.6,25.2,21.2,19.0,13.0,17.4,29.2,0.3492,91.09,123.0
59,метод компонентный анализ,20.25,0.0,2.3,17.9,14.4,19.7,13.9,7.1,0.2351,94.56,118.0
60,функциональный семантика оценка,19.95,0.0,0.0,0.5,17.7,21.9,13.9,3.8,0.3263,92.95,107.0
61,лексикология русский язык,19.91,0.0,3.3,15.1,23.3,21.2,9.9,2.4,0.3539,91.91,119.0
62,языковой средство выражение,19.85,3.6,1.0,10.4,15.4,19.2,15.1,7.1,0.2955,92.83,120.0
63,лексико семантический вариант,19.04,0.0,13.6,26.4,13.5,18.1,10.2,7.1,0.3005,92.75,121.0
64,словарный состав язык,19.03,10.8,13.2,22.4,17.9,17.5,10.7,5.6,0.2448,94.5,123.0
65,национальный картина мир,18.64,0.0,0.0,0.8,3.2,16.9,20.2,7.5,0.3725,91.86,109.0
66,семантика русский язык,18.59,0.0,1.1,11.9,19.8,20.1,9.9,3.3,0.312,92.77,120.0
67,американский вариант английский,18.4,0.0,0.3,10.1,9.9,17.4,15.7,5.2,0.4996,87.88,113.0
68,внутренний форма слово,18.39,3.6,6.4,6.7,21.1,18.7,11.3,5.6,0.3105,92.0,122.0
69,форма множественный число,18.19,47.9,26.0,20.8,18.7,13.7,11.6,8.0,0.3052,92.18,122.0
70,семантика производный слово,18.19,0.0,0.3,14.4,17.9,19.5,9.9,0.9,0.3139,93.07,114.0
71,кабардино черкесский язык,18.05,0.0,0.5,3.3,18.9,17.7,13.7,10.3,0.6763,81.79,81.0
72,несобственный прямой речь,17.98,14.4,5.6,19.9,12.8,17.1,11.5,1.4,0.4549,85.3,116.0
73,пражский лингвистический кружок,17.94,1.2,2.1,19.6,22.0,17.3,9.6,4.7,0.2704,93.84,121.0
74,интегральный описание язык,17.75,0.0,0.0,0.1,12.1,19.5,13.1,6.1,0.2935,93.75,112.0
75,единица русский язык,17.43,0.0,0.3,5.5,17.4,18.0,11.9,5.6,0.3457,92.03,120.0
76,общественно политический лексика,17.38,4.8,5.1,27.0,19.9,14.4,9.9,18.3,0.4165,88.5,117.0
77,концептуальный картина мир,17.1,0.0,0.0,0.0,7.1,17.8,15.0,3.8,0.3579,92.3,106.0
78,семантический структура предложение,17.08,0.0,0.3,32.9,29.2,14.9,6.6,0.0,0.3455,91.13,114.0
79,коннотативный аспект семантика,16.91,0.0,0.0,0.7,16.2,19.3,10.4,3.8,0.3208,93.22,104.0
80,языковый картина мир,16.88,0.0,0.0,0.1,4.4,16.8,16.5,0.9,0.3399,92.6,107.0
81,структурно семантический анализ,16.81,0.0,1.1,10.9,14.1,14.2,14.6,10.3,0.258,93.86,118.0
82,структура простой предложение,16.61,2.4,3.6,24.0,24.8,15.1,7.7,3.8,0.2969,92.98,122.0
83,семантика русский глагол,16.55,0.0,1.1,17.8,22.9,16.9,7.3,6.1,0.3136,92.68,120.0
84,сравнительно исторический грамматика,16.26,0.0,9.6,11.6,12.2,14.2,12.8,6.6,0.4834,86.85,108.0
85,бессоюзный сложный предложение,16.19,6.0,10.5,12.5,17.8,20.2,3.4,0.5,0.4663,87.0,118.0
86,семантика номинативный единица,16.01,0.0,0.0,0.6,15.4,18.6,9.4,3.3,0.3285,93.18,105.0
87,сознание носитель язык,15.94,3.6,1.3,2.6,7.0,15.1,14.8,8.0,0.2899,93.17,122.0
88,личный форма глагол,15.78,8.4,15.4,14.6,14.1,11.9,12.6,6.6,0.3368,92.11,121.0
89,художественный картина мир,15.46,0.0,0.3,0.3,1.3,11.1,21.0,3.3,0.515,84.38,99.0
90,фрагмент языковой картина,15.32,0.0,0.0,0.0,6.7,16.6,12.5,6.6,0.3608,91.79,106.0
91,язык художественный проза,15.22,1.2,2.9,8.0,13.2,16.1,9.4,3.3,0.3207,92.83,122.0
92,синтаксис простой предложение,14.94,0.0,4.9,13.9,20.9,14.5,7.5,1.9,0.3055,93.12,119.0
93,семантический тип предикат,14.86,0.0,0.0,9.3,22.3,13.9,9.4,1.9,0.3388,91.36,119.0
94,теория поэтический речь,14.75,15.6,2.9,11.2,15.7,15.1,8.0,2.8,0.2929,93.27,117.0
95,объективный картина мир,14.42,0.0,0.0,0.0,9.6,16.1,10.5,2.8,0.3427,92.62,100.0
96,языковой механизм экспрессивность,14.38,0.0,0.0,0.0,15.8,16.9,8.1,0.0,0.3562,92.0,101.0
97,грамматика немецкий язык,14.17,1.2,1.3,7.8,11.0,15.0,9.2,1.9,0.4526,88.19,109.0
98,косвенный речевой акт,14.15,0.0,0.0,2.7,12.2,14.8,10.2,3.3,0.3838,90.53,109.0
99,языковой концептуализация мир,13.99,0.0,0.0,0.0,8.4,16.7,9.1,1.9,0.3367,92.67,107.0
100,фразеология русский язык,13.94,2.4,1.5,8.1,12.9,14.9,8.2,2.8,0.3068,92.82,120.0
101,теория семантический поле,13.84,0.0,0.8,11.2,10.3,14.7,8.2,2.4,0.3176,93.31,114.0
102,семантический группа глагол,13.76,0.0,3.9,16.3,14.7,14.2,6.2,4.2,0.3213,92.57,118.0
103,анализ языковой единица,13.62,0.0,0.5,1.7,8.9,13.6,11.5,2.8,0.2893,93.75,115.0
104,состав русский язык,13.58,12.0,8.7,11.9,12.7,12.2,8.9,5.2,0.2894,93.22,121.0
105,структурно семантический характеристика,13.44,0.0,0.7,12.5,13.4,13.5,7.9,2.4,0.3266,92.34,114.0
106,история английский язык,13.27,0.0,0.0,10.8,11.6,11.4,11.1,1.9,0.5001,88.32,94.0
107,русский речевой этикет,13.23,0.0,0.3,4.2,11.6,15.3,7.4,3.8,0.38,90.48,115.0
108,романо германский филология,13.2,0.0,1.6,21.4,13.6,11.9,7.3,1.9,0.3472,91.04,113.0
109,семантика фразеологический единица,12.92,0.0,0.8,13.4,10.2,13.1,7.8,1.9,0.3514,91.85,107.0
110,предложный падежный форма,12.91,3.6,2.9,13.6,12.2,13.2,6.8,1.4,0.4383,86.27,113.0
111,лексико фразеологический семантика,12.87,0.0,0.0,0.0,1.7,14.2,11.0,4.7,0.4014,91.46,96.0
112,структурно семантический тип,12.78,1.2,2.5,15.4,15.1,12.5,6.5,0.9,0.328,92.49,116.0
113,семантический группа слово,12.75,0.0,2.6,21.9,13.2,12.2,5.7,2.4,0.3563,91.23,114.0
114,специфика языковой сознание,12.73,0.0,0.0,0.0,4.1,14.7,9.7,1.4,0.4224,89.88,97.0
115,форма настоящий время,12.68,7.2,20.1,15.4,9.2,6.9,11.8,16.9,0.3703,91.28,115.0
116,официально деловой стиль,12.64,6.0,1.1,5.0,6.9,13.7,8.8,0.9,0.3928,89.74,122.0
117,структура значение слово,12.62,0.0,0.7,11.6,12.9,13.0,6.9,3.3,0.2994,93.53,115.0
118,грамматический строй язык,12.59,0.0,7.7,30.2,13.8,10.2,5.4,2.4,0.2998,92.03,121.0
119,наивный картина мир,12.57,0.0,0.0,0.1,10.4,13.6,9.0,7.5,0.3117,91.81,111.0
120,аспект русский синтаксис,12.56,0.0,0.0,10.2,18.3,12.7,6.4,1.4,0.3281,92.91,110.0
121,литературный язык век,12.5,21.5,10.1,9.7,11.6,12.3,6.9,0.5,0.3466,91.71,122.0
122,тунгусо маньчжурский язык,12.35,4.8,16.5,14.5,5.0,9.6,9.3,16.0,0.5041,85.62,92.0
123,лингвистический анализ текст,12.33,0.0,0.8,4.9,10.3,11.9,9.6,5.6,0.285,93.62,118.0
124,язык русский поэзия,12.32,0.0,0.5,0.3,8.6,15.3,6.7,6.1,0.4857,87.36,106.0
125,аспект речевой деятельность,12.28,0.0,0.2,1.0,14.1,13.4,7.6,3.8,0.3393,92.4,114.0
126,специфика речевой поведение,12.25,0.0,0.2,4.9,14.7,14.1,5.8,4.2,0.3599,91.0,110.0
127,грамматика французский язык,12.23,0.0,0.8,13.3,11.9,12.3,6.8,0.9,0.3912,89.37,110.0
128,лексика дагестанский язык,12.06,0.0,0.7,1.0,4.5,12.0,11.3,0.0,0.7459,78.05,45.0
129,газетный публицистический стиль,12.01,1.2,0.5,8.1,13.1,13.1,6.1,2.4,0.373,91.05,111.0
130,формирование языковой картина,11.94,0.0,0.0,0.0,7.0,13.0,9.2,3.8,0.3359,92.97,104.0
131,развитие русский язык,11.88,22.7,6.9,11.6,8.7,10.3,8.2,9.9,0.3513,91.97,121.0
132,филологический анализ текст,11.87,0.0,0.2,0.0,0.9,10.1,14.1,4.7,0.4824,88.75,95.0
133,служебный часть речь,11.85,1.2,7.5,8.0,8.8,10.4,9.4,2.4,0.3682,89.61,121.0
134,история лингвистический учение,11.56,0.0,0.2,4.4,7.2,11.9,8.8,2.4,0.3528,92.04,116.0
135,пословица русский народ,11.46,4.8,2.9,3.2,6.4,11.2,9.3,5.2,0.3212,92.54,120.0
136,современный тюркский язык,11.44,3.6,85.6,38.5,4.5,2.9,2.9,1.4,0.6648,79.58,72.0
137,категория определенность неопределенность,11.44,0.0,3.8,7.4,7.9,11.6,7.7,0.0,0.4638,85.39,108.0
138,русский языковой личность,11.36,0.0,0.0,0.0,3.2,10.2,12.3,4.2,0.3986,89.37,101.0
139,фразеологический картина мир,11.31,0.0,0.0,0.0,1.4,6.9,11.6,128.8,0.5126,76.88,92.0
140,средство выражение модальность,11.24,0.0,2.6,10.4,11.6,12.0,5.4,0.9,0.3796,91.22,110.0
141,узбекский литературный язык,11.18,1.2,71.4,30.7,12.4,4.3,2.2,0.0,0.658,80.37,66.0
142,синтаксис английский язык,11.15,0.0,1.6,20.4,12.2,9.6,6.1,0.9,0.43,89.5,105.0
143,теория речевой жанр,11.12,0.0,0.0,0.0,3.8,10.0,11.8,5.2,0.4064,90.79,96.0
144,современный литературный язык,11.07,61.0,28.4,18.0,11.3,7.2,5.3,4.2,0.2903,93.01,122.0
145,немецкий разговорный речь,11.03,0.0,0.0,13.4,14.4,11.5,4.6,2.8,0.4603,86.56,104.0
146,строй русский язык,10.8,10.8,3.9,7.7,15.9,10.2,5.8,3.8,0.2712,93.63,122.0
147,модель пространство время,10.79,0.0,0.0,0.0,6.9,12.6,7.2,1.4,0.3509,92.31,102.0
148,уровень языковой система,10.73,1.2,1.0,5.0,11.5,10.7,7.1,3.3,0.2696,94.05,121.0
149,современный лингвистический семантика,10.73,0.0,0.2,0.6,10.8,12.3,6.4,1.9,0.3494,92.46,107.0
150,анализ поэтический текст,10.69,0.0,0.8,2.4,8.6,11.8,6.8,5.6,0.3681,91.84,116.0
151,язык художественный произведение,10.68,9.6,10.1,12.8,10.4,10.2,5.1,2.4,0.2831,93.51,119.0
152,развитие словарный состав,10.68,6.0,5.4,12.7,11.7,10.2,5.4,2.4,0.2864,93.36,120.0
153,научный картина мир,10.58,0.0,0.0,0.1,3.4,10.5,9.9,6.6,0.368,91.24,109.0
154,лексико грамматический разряд,10.54,0.0,1.6,9.5,15.9,10.2,5.4,1.9,0.34,91.2,120.0
155,структурно семантический организация,10.32,0.0,0.5,11.1,9.5,10.2,6.0,3.3,0.3169,92.29,116.0
156,система часть речь,10.19,2.4,2.1,7.1,11.6,10.1,6.0,2.8,0.3002,92.78,120.0
157,речь русский язык,10.16,1.2,1.3,3.0,9.7,11.6,5.6,1.9,0.298,93.01,122.0
158,семасиология русский язык,10.14,2.4,0.3,11.5,9.7,11.1,4.4,1.4,0.334,92.1,107.0
159,романо германский язык,10.1,0.0,1.1,17.4,12.3,9.4,4.6,0.0,0.3857,90.59,106.0
160,сравнительно исторический языкознание,10.09,7.2,6.5,7.7,7.7,7.7,8.9,4.7,0.2435,93.8,123.0
161,стилистика художественный речь,10.08,2.4,1.6,13.3,11.6,10.3,4.3,1.4,0.3269,92.6,116.0
162,аспект языковой категоризации,10.08,0.0,0.0,0.0,2.6,12.1,7.2,0.9,0.4366,89.81,94.0
163,языковой сознание носитель,9.97,0.0,0.5,1.1,2.5,7.9,11.6,9.9,0.3889,90.64,114.0
164,теория художественный речь,9.91,1.2,0.8,4.6,10.0,10.3,6.3,1.4,0.3371,92.41,114.0
165,лингвистический исследование текст,9.9,0.0,0.0,0.4,0.9,7.9,12.5,0.9,0.5056,88.54,96.0
166,второстепенный член предложение,9.86,9.6,15.2,16.2,13.5,7.7,4.4,0.5,0.3998,89.42,115.0
167,внутренний структура язык,9.78,0.0,3.3,20.2,11.6,9.1,3.5,1.9,0.3377,91.83,114.0
168,современный китайский язык,9.77,0.0,0.3,2.8,9.4,6.6,10.0,30.6,0.5192,86.74,96.0
169,анализ словарный дефиниция,9.74,0.0,0.3,3.9,4.1,8.6,9.4,7.1,0.3329,92.49,112.0
170,видо временный форма,9.72,1.2,0.3,8.6,10.5,8.4,6.9,11.8,0.2829,93.39,117.0
171,морфологический структура слово,9.64,0.0,5.7,14.5,8.9,9.3,4.6,0.5,0.3862,90.11,117.0
172,общий теория грамматика,9.61,0.0,1.3,12.6,13.4,9.4,4.3,0.0,0.3313,92.51,111.0
173,теория речевой воздействие,9.59,0.0,0.2,6.3,9.0,9.3,6.6,6.6,0.35,92.24,111.0
174,функционирование языковой единица,9.47,0.0,0.2,3.7,9.4,10.5,5.5,1.4,0.3413,92.46,111.0
175,авторский картина мир,9.43,0.0,0.0,0.0,1.5,6.6,12.8,4.2,0.4835,87.01,93.0
176,модель смысл текст,9.41,0.0,0.2,1.0,11.3,10.1,5.9,4.7,0.2812,93.88,117.0
177,грамматический средство выражение,9.27,0.0,2.3,10.8,8.9,8.2,6.3,0.9,0.2709,93.66,118.0
178,современный американский лингвистика,9.26,0.0,0.0,0.4,4.0,10.7,6.5,5.2,0.3919,90.91,100.0
179,немецкий литературный язык,9.25,3.6,0.7,11.7,7.2,7.9,6.9,1.9,0.5776,82.39,90.0
180,причастие прошедший время,9.21,7.2,11.1,8.1,5.8,5.9,8.7,12.2,0.3759,90.36,114.0
181,вариант речевой поведение,9.18,0.0,0.0,0.0,7.8,10.0,6.6,2.4,0.3512,92.61,104.0
182,норма русский язык,9.17,9.6,2.6,4.4,8.3,9.1,6.2,1.4,0.2425,94.16,123.0
183,трехмерный пространство язык,09.02,0.0,0.0,0.1,10.3,10.3,5.2,1.9,0.3533,91.71,100.0
184,семантический класс глагол,8.97,0.0,0.7,9.4,11.3,9.1,4.2,5.6,0.3008,92.7,116.0
185,ассоциативный вербальный сеть,8.93,0.0,0.0,0.0,2.3,9.6,7.9,0.5,0.4095,89.23,104.0
186,компонент семантический структура,8.79,0.0,0.7,9.7,12.2,9.3,3.5,1.4,0.3315,92.37,112.0
187,лексический значение глагол,8.79,0.0,3.8,9.4,12.7,7.0,5.7,5.6,0.2833,93.18,120.0
188,сравнительно исторический метод,8.77,3.6,17.0,11.0,6.2,7.4,4.8,2.4,0.3341,92.09,122.0
189,русский национальный язык,8.67,9.6,5.6,9.6,9.0,8.2,4.5,3.8,0.441,89.7,104.0
190,теория межкультурный коммуникация,8.64,0.0,0.0,0.0,0.1,7.1,10.7,2.8,0.4756,89.06,84.0
191,частота основной тон,8.56,0.0,13.1,6.2,8.3,4.4,9.3,1.4,0.5267,82.21,95.0
192,диалект даргинский язык,8.54,0.0,0.0,1.8,2.2,7.2,9.6,0.0,0.7214,77.35,46.0
193,лингвистический теория текст,8.52,0.0,0.2,6.7,7.6,8.8,5.2,1.4,0.3583,92.0,111.0
194,смысловой структура текст,8.51,0.0,0.0,5.5,8.3,9.8,4.0,0.5,0.38,91.49,107.0
195,современный башкирский язык,8.48,0.0,14.1,5.0,4.7,7.1,6.4,8.0,0.6121,83.39,71.0
196,временный форма глагол,8.44,1.2,3.9,10.3,7.8,7.1,5.8,2.4,0.309,91.81,121.0
197,содержательный структура слово,8.43,0.0,0.5,9.0,8.5,9.3,3.6,0.0,0.3262,92.87,110.0
198,когнитивный исследование язык,8.42,0.0,0.0,0.0,0.1,0.3,18.5,13.6,0.7223,77.81,55.0
199,принцип функциональный грамматика,8.4,0.0,0.0,6.6,9.8,8.8,4.5,0.5,0.3286,93.19,108.0
200,прибалтийский финский язык,8.38,0.0,1.5,3.0,13.5,4.5,9.2,11.8,0.5795,84.22,76.0
201,слово категория состояние,8.29,6.0,1.0,3.7,11.0,9.5,3.5,0.5,0.5564,82.03,102.0
202,тактика русский речь,8.25,0.0,0.0,0.0,0.6,7.0,9.8,2.8,0.4497,90.11,93.0
203,тип словесный знак,8.21,0.0,1.5,11.3,10.0,8.2,3.6,0.0,0.3267,92.5,109.0
204,семантический структура глагол,8.19,0.0,1.6,10.2,9.6,8.0,4.0,0.9,0.3882,91.2,115.0
205,история немецкий язык,8.11,3.6,1.3,6.2,6.6,7.0,6.7,0.5,0.5121,85.66,98.0
206,лексико грамматический класс,8.11,0.0,1.3,6.5,11.0,7.9,4.6,0.9,0.3201,92.47,116.0
207,норма литературный язык,08.07,40.7,15.0,12.4,8.5,6.0,3.8,2.4,0.2956,92.76,119.0
208,форма будущий время,08.02,4.8,7.2,9.3,4.7,5.5,7.1,8.5,0.3521,91.31,120.0
209,функционально стилистический аспект,08.01,0.0,0.3,2.0,9.1,8.4,5.3,0.0,0.347,92.54,114.0
210,система английский язык,8,0.0,0.7,7.0,8.8,7.1,5.7,1.9,0.5022,87.94,98.0
211,лингвистика языковой существование,7.99,0.0,0.0,0.0,3.9,8.4,6.7,2.4,0.3803,92.2,98.0
212,философский анализ язык,7.88,0.0,0.0,0.5,4.7,8.9,5.6,0.9,0.3955,91.35,99.0
213,носитель английский язык,7.86,0.0,0.0,0.8,4.1,7.1,7.7,5.2,0.4716,88.99,96.0
214,синтаксический организация предложение,7.82,0.0,0.3,10.9,11.2,7.5,3.6,0.9,0.3391,91.68,107.0
215,грамматический категория глагол,7.8,2.4,2.0,5.5,7.8,7.3,5.3,2.8,0.2828,93.0,118.0
216,вариантность фразеологический единица,7.79,0.0,1.5,12.5,8.4,7.3,3.9,0.0,0.4058,89.57,102.0
217,современный азербайджанский язык,7.75,0.0,35.5,24.4,6.0,3.9,2.0,0.0,0.6636,82.99,59.0
218,развитие литературный язык,7.74,7.2,21.2,14.6,7.6,5.3,3.4,2.4,0.404,90.9,113.0
219,русский политический метафора,7.72,0.0,0.0,0.0,4.7,8.3,6.1,1.4,0.3821,91.64,96.0
220,форма повелительный наклонение,7.72,6.0,13.7,8.8,4.6,5.8,5.7,2.8,0.3455,91.2,115.0
221,современный индоевропейский язык,7.67,3.6,0.7,14.6,12.2,6.5,3.3,0.0,0.3966,90.21,102.0
222,морфология русский язык,7.59,2.4,1.8,4.4,6.2,7.3,5.6,1.4,0.378,91.69,115.0
223,анализ структура значение,7.59,0.0,0.2,7.6,7.6,8.3,3.5,1.4,0.3267,92.99,105.0
224,современный татарский язык,7.58,0.0,14.2,8.0,4.7,7.4,3.6,0.5,0.6263,81.34,68.0
225,фразеологический состав язык,7.57,0.0,0.3,4.1,3.5,7.8,5.6,4.2,0.3447,92.07,110.0
226,функционально семантический анализ,7.54,0.0,0.5,3.2,8.7,7.0,5.8,0.5,0.3264,92.74,111.0
227,современный монгольский язык,7.53,0.0,5.6,3.3,5.7,8.4,4.0,0.0,0.591,82.75,80.0
228,живой разговорный речь,7.5,16.8,17.3,11.3,6.6,5.9,3.2,5.6,0.3195,92.73,119.0
229,синтаксический средство выражение,7.48,0.0,1.0,6.0,9.1,7.3,4.5,0.0,0.3315,92.43,114.0
230,современный испанский язык,7.48,0.0,0.0,12.5,5.3,5.9,5.8,0.5,0.4696,86.92,101.0
231,форма родительный падеж,7.44,40.7,16.3,13.7,4.6,3.6,5.8,1.4,0.426,88.45,107.0
232,славянский литературный язык,7.44,2.4,6.2,4.9,10.4,7.7,3.1,0.0,0.4193,88.78,115.0
233,оптимизация речевой воздействие,7.39,0.0,0.0,0.0,3.7,8.1,5.8,1.9,0.4517,88.99,91.0
234,семиологического описание лексика,7.39,0.0,0.0,0.1,5.5,9.1,4.2,0.9,0.3717,92.39,99.0
235,общий теория имя,7.37,0.0,0.7,3.5,4.4,7.1,5.9,3.8,0.2502,94.22,117.0
236,лексика английский язык,7.36,0.0,0.3,3.1,6.9,7.2,5.5,1.9,0.4677,89.53,95.0
237,структура лексический значение,7.34,0.0,0.2,2.7,10.0,7.9,4.0,0.5,0.3627,91.59,109.0
238,языковой личность автор,7.29,0.0,0.0,0.0,3.2,6.0,8.4,1.9,0.4443,89.16,96.0
239,диалект татарский язык,7.28,0.0,13.9,11.5,4.1,4.8,5.5,3.3,0.5958,84.88,71.0
240,поэтический картина мир,7.26,0.0,0.0,0.1,1.7,6.4,8.1,0.5,0.4867,84.1,95.0
241,памятник древнетюркский письменность,7.23,0.0,46.6,16.0,1.7,3.7,2.5,1.9,0.6304,82.79,66.0
242,основа общий языкознание,7.23,0.0,0.5,8.5,7.2,7.5,3.6,0.0,0.3047,93.07,110.0
243,научно технический текст,7.23,0.0,4.6,11.8,6.6,6.7,3.5,1.9,0.427,87.73,107.0
244,стилистика французский язык,7.23,0.0,0.3,5.7,9.1,7.7,3.5,2.4,0.3594,91.48,111.0
245,классификация иллокутивный акт,7.22,0.0,0.0,0.1,5.9,8.0,5.0,2.4,0.3674,91.69,105.0
246,городской устный речь,7.21,0.0,0.0,0.0,11.4,7.9,3.8,2.4,0.3925,90.32,92.0
247,морфология английский язык,7.14,1.2,0.8,8.8,6.4,6.7,4.5,0.0,0.4197,90.67,107.0
