,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
98,история литературный язык,5.85,8.4,9.6,24.5,6.0,2.8,2.0,0.9,0.5023,80.68,103.0
99,история немецкий язык,8.11,3.6,1.3,6.2,6.6,7.0,6.7,0.5,0.5121,85.66,98.0
100,история русский язык,69.46,55.1,36.6,52.5,69.2,61.8,46.8,57.4,0.3509,92.24,123.0
101,история тюркский язык,6.57,1.2,37.3,19.6,2.8,3.1,1.9,0.5,0.6225,82.72,74.0
102,история французский язык,4.78,0.0,0.5,5.6,2.5,4.6,3.3,0.9,0.5309,86.5,92.0
103,кабардино черкесский язык,18.05,0.0,0.5,3.3,18.9,17.7,13.7,10.3,0.6763,81.79,81.0
104,карачаево балкарский язык,32.44,0.0,47.1,26.9,15.9,31.4,19.6,3.8,0.6004,82.86,100.0
105,картина мир носитель,5.41,0.0,0.0,0.0,0.9,5.5,5.1,2.4,0.3755,90.56,104.0
106,категория грамматический класс,5.26,0.0,0.7,5.5,8.8,4.9,2.7,0.0,0.7386,77.83,45.0
107,категория определенность неопределенность,11.44,0.0,3.8,7.4,7.9,11.6,7.7,0.0,0.4638,85.39,108.0
108,класс русский глагол,5.12,0.0,0.0,4.2,7.9,6.0,1.4,2.4,0.449,88.19,95.0
109,классификация иллокутивный акт,7.22,0.0,0.0,0.1,5.9,8.0,5.0,2.4,0.3674,91.69,105.0
110,когнитивный аспект язык,32.62,0.0,0.0,0.0,21.6,37.4,22.5,5.6,0.4007,90.49,106.0
111,когнитивный исследование язык,8.42,0.0,0.0,0.0,0.1,0.3,18.5,13.6,0.7223,77.81,55.0
112,когнитивный прагматический аспект,5.72,0.0,0.0,0.0,1.6,5.5,5.5,9.4,0.4114,90.57,92.0
113,когнитивный теория метафора,07.06,0.0,0.0,0.0,3.3,5.7,8.2,1.9,0.4095,90.85,93.0
114,коми пермяцкий язык,6.73,0.0,0.5,0.4,12.4,4.8,6.4,1.9,0.7484,72.38,53.0
115,коммуникативный единица язык,6.54,0.0,0.5,3.9,12.4,7.3,2.0,0.9,0.4365,88.46,102.0
116,коммуникативный прагматический аспект,29.97,0.0,0.0,2.0,19.0,32.9,22.2,7.5,0.3497,92.88,115.0
117,коммуникативный прагматический подход,5.75,0.0,0.0,0.5,1.7,4.7,6.7,2.4,0.4292,90.62,98.0
118,коммуникативный прагматический функция,4.32,0.0,0.0,1.6,3.1,4.6,3.1,0.5,0.4089,88.68,96.0
119,коммуникативный тип предложение,4.58,0.0,0.3,6.0,7.4,3.7,2.9,0.0,0.4891,87.57,91.0
120,компаративный фразеологический единица,5.4,0.0,0.3,2.1,4.4,4.0,5.9,0.0,0.5833,80.78,78.0
121,композиционный речевой форма,4.99,0.0,0.2,7.1,5.6,5.5,1.7,0.0,0.5617,83.51,77.0
122,компонент значение слово,6.38,2.4,0.2,4.1,5.9,6.9,3.6,1.9,0.3202,92.86,110.0
123,компонент лексический значение,4.5,0.0,0.0,3.4,6.0,4.6,2.3,2.4,0.3245,92.55,106.0
124,компонент семантический структура,8.79,0.0,0.7,9.7,12.2,9.3,3.5,1.4,0.3315,92.37,112.0
125,коннотативный аспект семантика,16.91,0.0,0.0,0.7,16.2,19.3,10.4,3.8,0.3208,93.22,104.0
126,концептуальный картина мир,17.1,0.0,0.0,0.0,7.1,17.8,15.0,3.8,0.3579,92.3,106.0
127,косвенный речевой акт,14.15,0.0,0.0,2.7,12.2,14.8,10.2,3.3,0.3838,90.53,109.0
128,культура русский речь,27.83,20.3,11.9,9.6,12.4,27.3,22.4,9.9,0.3298,92.18,122.0
129,культурно речевой ситуация,4.61,0.0,0.0,0.0,0.0,6.4,2.5,0.5,0.5064,86.6,72.0
130,лексика английский язык,7.36,0.0,0.3,3.1,6.9,7.2,5.5,1.9,0.4677,89.53,95.0
131,лексика дагестанский язык,12.06,0.0,0.7,1.0,4.5,12.0,11.3,0.0,0.7459,78.05,45.0
132,лексика немецкий язык,4.15,0.0,0.2,4.7,3.4,4.2,2.4,1.4,0.442,88.7,92.0
133,лексика разговорный употребление,6.79,0.0,0.0,0.3,7.3,8.2,3.4,0.5,0.3705,91.47,100.0
134,лексика русский язык,40.4,10.8,3.3,25.6,41.2,42.4,23.4,8.5,0.3092,92.77,123.0
135,лексика тюркский язык,6.81,1.2,18.8,10.2,5.3,5.4,3.0,2.4,0.5621,86.13,81.0
136,лексико грамматический класс,8.11,0.0,1.3,6.5,11.0,7.9,4.6,0.9,0.3201,92.47,116.0
137,лексико грамматический разряд,10.54,0.0,1.6,9.5,15.9,10.2,5.4,1.9,0.34,91.2,120.0
138,лексико семантический вариант,19.04,0.0,13.6,26.4,13.5,18.1,10.2,7.1,0.3005,92.75,121.0
139,лексико семантический группа,68.27,0.0,11.4,79.6,60.6,68.0,37.7,23.0,0.2667,93.75,123.0
140,лексико семантический группа,68.27,0.0,11.4,79.6,60.6,68.0,37.7,23.0,0.2667,93.75,123.0
141,лексико семантический особенность,5.64,0.0,2.5,4.3,3.5,4.3,5.4,2.4,0.3442,90.35,111.0
142,лексико семантический поле,36.69,0.0,0.5,11.1,17.6,36.4,30.7,26.3,0.3165,92.49,119.0
143,лексико семантический система,42.84,2.4,5.2,44.7,42.7,42.2,24.6,10.8,0.2603,94.35,123.0
144,лексико семантический уровень,6.95,0.0,0.8,8.9,5.6,6.8,4.0,1.9,0.3155,92.99,113.0
145,лексико тематический группа,6.58,0.0,0.0,3.4,4.4,6.6,4.9,2.8,0.4313,88.11,100.0
146,лексико фразеологический поле,6.36,0.0,0.0,1.4,0.4,5.1,7.6,2.8,0.5932,79.93,82.0
147,лексико фразеологический семантика,12.87,0.0,0.0,0.0,1.7,14.2,11.0,4.7,0.4014,91.46,96.0
148,лексико фразеологический система,4.56,0.0,0.3,0.6,1.2,4.8,3.9,0.5,0.4097,88.78,104.0
149,лексикология английский язык,20.57,0.0,1.3,20.5,15.8,18.3,15.9,1.9,0.4013,91.34,111.0
150,лексикология русский язык,19.91,0.0,3.3,15.1,23.3,21.2,9.9,2.4,0.3539,91.91,119.0
151,лексический значение глагол,8.79,0.0,3.8,9.4,12.7,7.0,5.7,5.6,0.2833,93.18,120.0
152,лексический значение слово,52.4,1.2,9.3,48.3,56.9,53.3,27.9,14.1,0.2683,94.33,123.0
153,лексический система язык,24.45,1.2,3.8,13.4,21.3,25.0,16.2,4.7,0.2495,94.69,123.0
154,лексический состав язык,5.57,2.4,1.8,4.9,4.1,5.1,4.0,3.3,0.2306,94.34,117.0
155,лексический средство обозначение,4.74,0.0,0.2,0.6,4.4,5.5,2.8,0.5,0.3628,91.56,96.0
156,лингвистика языковой существование,7.99,0.0,0.0,0.0,3.9,8.4,6.7,2.4,0.3803,92.2,98.0
157,лингвистический анализ текст,12.33,0.0,0.8,4.9,10.3,11.9,9.6,5.6,0.285,93.62,118.0
158,лингвистический исследование текст,9.9,0.0,0.0,0.4,0.9,7.9,12.5,0.9,0.5056,88.54,96.0
159,лингвистический семантика текст,4.62,0.0,0.0,0.0,0.0,3.8,5.9,0.5,0.5965,85.3,61.0
160,лингвистический теория текст,8.52,0.0,0.2,6.7,7.6,8.8,5.2,1.4,0.3583,92.0,111.0
161,литературно художественный текст,5.69,0.0,0.2,4.5,5.3,6.2,2.9,2.4,0.3912,90.34,104.0
162,литературный язык век,12.5,21.5,10.1,9.7,11.6,12.3,6.9,0.5,0.3466,91.71,122.0
163,личный форма глагол,15.78,8.4,15.4,14.6,14.1,11.9,12.6,6.6,0.3368,92.11,121.0
164,логический анализ язык,148.13,0.0,0.7,6.5,91.2,172.6,98.8,24.9,0.3155,93.09,123.0
165,метод компонентный анализ,20.25,0.0,2.3,17.9,14.4,19.7,13.9,7.1,0.2351,94.56,118.0
166,метод контекстуальный анализ,6.32,0.0,0.0,1.0,2.0,5.0,7.3,6.6,0.347,92.33,102.0
167,метод концептуальный анализ,4.79,0.0,0.0,0.0,1.3,4.5,4.9,2.8,0.3887,91.39,92.0
168,метод лингвистический анализ,5.95,0.0,1.0,4.9,4.3,5.0,5.0,3.3,0.2972,93.79,116.0
169,метод лингвистический описание,4.84,0.0,0.0,3.7,3.2,4.4,4.0,1.4,0.2958,93.49,109.0
170,модель пространство время,10.79,0.0,0.0,0.0,6.9,12.6,7.2,1.4,0.3509,92.31,102.0
171,модель речевой жанр,5.7,0.0,0.0,0.1,0.9,5.3,6.1,1.9,0.4548,90.0,88.0
172,модель смысл текст,9.41,0.0,0.2,1.0,11.3,10.1,5.9,4.7,0.2812,93.88,117.0
173,модель языковой личность,5.17,0.0,0.0,0.0,3.0,4.6,5.2,4.2,0.4025,91.18,95.0
174,морфологический структура слово,9.64,0.0,5.7,14.5,8.9,9.3,4.6,0.5,0.3862,90.11,117.0
175,морфология английский язык,7.14,1.2,0.8,8.8,6.4,6.7,4.5,0.0,0.4197,90.67,107.0
176,морфология русский язык,7.59,2.4,1.8,4.4,6.2,7.3,5.6,1.4,0.378,91.69,115.0
177,морфология тюркский язык,6.37,0.0,6.4,11.6,5.0,5.7,3.1,0.5,0.581,85.15,79.0
178,наивный картина мир,12.57,0.0,0.0,0.1,10.4,13.6,9.0,7.5,0.3117,91.81,111.0
179,наивный модель мир,5.41,0.0,0.0,0.0,5.7,6.2,3.1,4.7,0.3058,93.04,107.0
180,народный разговорный речь,5.88,12.0,7.2,7.8,3.1,6.4,1.9,1.4,0.4429,86.14,98.0
181,народный разговорный язык,5.88,9.6,24.3,16.8,4.8,2.9,2.0,0.0,0.4729,86.82,100.0
182,научно технический лексикография,4.63,0.0,0.0,0.6,4.8,5.1,2.9,0.9,0.4707,88.87,84.0
183,научно технический перевод,6.66,0.0,0.0,5.7,3.4,7.4,3.8,1.9,0.4947,85.28,95.0
184,научно технический текст,7.23,0.0,4.6,11.8,6.6,6.7,3.5,1.9,0.427,87.73,107.0
185,научно технический термин,51.29,21.5,10.1,53.8,43.6,48.6,33.1,5.2,0.3552,92.23,119.0
186,научно технический терминология,42.96,16.8,6.5,42.6,35.8,42.0,27.0,4.2,0.3572,91.92,116.0
187,научный картина мир,10.58,0.0,0.0,0.1,3.4,10.5,9.9,6.6,0.368,91.24,109.0
188,научный стиль речь,06.03,0.0,0.0,13.4,6.7,5.5,2.2,5.2,0.385,90.89,105.0
189,нахско дагестанский язык,5.49,0.0,0.2,0.2,2.7,4.9,5.6,2.8,0.6141,83.08,62.0
190,национальный картина мир,18.64,0.0,0.0,0.8,3.2,16.9,20.2,7.5,0.3725,91.86,109.0
191,национальный культурный аспект,5.85,0.0,0.0,0.5,3.3,6.7,4.1,0.5,0.383,91.67,97.0
192,национальный культурный семантика,5.65,0.0,0.0,1.0,6.6,5.4,4.3,2.4,0.3426,91.88,102.0
193,национальный литературный язык,7,8.4,16.5,12.3,7.2,5.1,3.1,2.8,0.331,91.72,117.0
194,национальный русский двуязычие,5.9,0.0,1.1,11.6,4.8,5.6,2.7,0.5,0.5246,87.15,87.0
195,национальный языковой картина,6.96,0.0,0.0,0.0,0.6,6.4,7.4,6.6,0.3983,90.99,99.0
196,неличный форма глагол,6.6,0.0,4.6,8.1,4.7,4.4,6.2,2.4,0.4675,88.1,102.0
197,немецкий литературный язык,9.25,3.6,0.7,11.7,7.2,7.9,6.9,1.9,0.5776,82.39,90.0
198,немецкий разговорный речь,11.03,0.0,0.0,13.4,14.4,11.5,4.6,2.8,0.4603,86.56,104.0
199,несобственный прямой речь,17.98,14.4,5.6,19.9,12.8,17.1,11.5,1.4,0.4549,85.3,116.0
200,новый лексический единица,4.85,0.0,2.6,3.7,4.1,4.2,3.6,4.2,0.2962,92.4,116.0
201,норма литературный язык,08.07,40.7,15.0,12.4,8.5,6.0,3.8,2.4,0.2956,92.76,119.0
202,норма русский язык,9.17,9.6,2.6,4.4,8.3,9.1,6.2,1.4,0.2425,94.16,123.0
203,носитель английский язык,7.86,0.0,0.0,0.8,4.1,7.1,7.7,5.2,0.4716,88.99,96.0
204,носитель русский язык,36.61,1.2,2.0,5.3,16.8,33.1,35.9,29.6,0.2855,93.31,123.0
205,образование сложный слово,5.78,2.4,2.6,7.6,3.1,5.6,3.5,0.5,0.4863,86.19,102.0
206,обстоятельство образ действие,4.38,2.4,4.7,5.9,8.6,2.9,2.5,1.9,0.4562,81.58,105.0
207,обучение неродной язык,5.15,0.0,0.0,1.6,6.5,5.8,2.6,0.5,0.4486,87.98,100.0
208,общеславянский лингвистический атлас,6.45,7.2,2.0,11.3,6.6,6.2,2.5,6.1,0.4623,88.2,104.0
209,общественно политический лексика,17.38,4.8,5.1,27.0,19.9,14.4,9.9,18.3,0.4165,88.5,117.0
210,общественно политический терминология,5.72,1.2,2.3,9.3,4.2,4.7,3.7,4.7,0.49,84.85,104.0
211,общий теория грамматика,9.61,0.0,1.3,12.6,13.4,9.4,4.3,0.0,0.3313,92.51,111.0
212,общий теория имя,7.37,0.0,0.7,3.5,4.4,7.1,5.9,3.8,0.2502,94.22,117.0
213,общий теория лексикография,5.62,1.2,1.3,3.8,4.5,5.8,3.5,2.4,0.2709,93.63,113.0
214,объективный картина мир,14.42,0.0,0.0,0.0,9.6,16.1,10.5,2.8,0.3427,92.62,100.0
215,однородный член предложение,06.02,9.6,6.7,11.8,5.9,4.9,2.7,0.0,0.399,89.3,112.0
216,оптимизация речевой воздействие,7.39,0.0,0.0,0.0,3.7,8.1,5.8,1.9,0.4517,88.99,91.0
217,опыт лингвистический описание,5.56,0.0,0.2,3.6,4.7,5.4,4.1,0.5,0.3039,93.38,107.0
218,организация художественный текст,5.56,0.0,0.0,3.0,4.9,6.3,3.0,1.4,0.3851,91.1,99.0
219,основа общий языкознание,7.23,0.0,0.5,8.5,7.2,7.5,3.6,0.0,0.3047,93.07,110.0
220,основа теория грамматика,5.56,0.0,0.3,7.1,5.3,5.1,3.4,0.9,0.3354,92.45,103.0
221,особенность речевой поведение,4.84,0.0,0.0,0.0,1.6,4.6,4.8,4.2,0.422,88.29,96.0
222,официально деловой стиль,12.64,6.0,1.1,5.0,6.9,13.7,8.8,0.9,0.3928,89.74,122.0
223,памятник деловой письменность,6.44,1.2,2.5,5.5,5.3,6.0,4.5,0.9,0.4714,88.07,92.0
224,памятник древнетюркский письменность,7.23,0.0,46.6,16.0,1.7,3.7,2.5,1.9,0.6304,82.79,66.0
225,перевод художественный текст,5.4,0.0,0.0,1.1,1.8,4.2,6.1,10.8,0.5218,83.17,87.0
226,передача чужой речь,6.89,0.0,1.5,3.9,3.4,6.3,5.8,6.6,0.536,81.17,97.0
227,порождение речевой высказывание,6.46,0.0,0.0,2.8,6.9,7.1,3.6,1.4,0.364,91.16,108.0
228,пословица русский народ,11.46,4.8,2.9,3.2,6.4,11.2,9.3,5.2,0.3212,92.54,120.0
229,постулат когнитивный семантика,5.23,0.0,0.0,0.0,3.2,6.2,3.5,0.0,0.4009,91.32,90.0
230,поэтический картина мир,7.26,0.0,0.0,0.1,1.7,6.4,8.1,0.5,0.4867,84.1,95.0
231,прагматический концепция текст,4.64,0.0,0.0,0.0,3.1,5.7,2.7,0.5,0.4159,90.66,85.0
232,пражский лингвистический кружок,17.94,1.2,2.1,19.6,22.0,17.3,9.6,4.7,0.2704,93.84,121.0
233,практика межкультурный коммуникация,5.43,0.0,0.0,0.0,0.0,4.5,6.6,4.7,0.4798,89.44,80.0
234,праславянский лексический фонд,4.62,0.0,0.0,2.6,4.0,3.8,3.8,13.2,0.3958,88.81,105.0
235,предложный падежный конструкция,5.62,4.8,0.5,4.9,6.9,5.4,3.2,3.3,0.4612,87.07,96.0
236,предложный падежный сочетание,4.52,0.0,0.8,3.5,2.2,4.9,2.8,0.9,0.484,82.85,92.0
237,предложный падежный форма,12.91,3.6,2.9,13.6,12.2,13.2,6.8,1.4,0.4383,86.27,113.0
238,прибалтийский финский язык,8.38,0.0,1.5,3.0,13.5,4.5,9.2,11.8,0.5795,84.22,76.0
239,принцип типологический анализ,6.26,0.0,0.5,5.1,8.5,6.2,3.3,3.3,0.3032,92.99,117.0
240,принцип функциональный грамматика,8.4,0.0,0.0,6.6,9.8,8.8,4.5,0.5,0.3286,93.19,108.0
241,причастие настоящий время,6.51,4.8,4.1,4.0,2.2,4.6,6.9,8.5,0.4168,86.61,110.0
242,причастие прошедший время,9.21,7.2,11.1,8.1,5.8,5.9,8.7,12.2,0.3759,90.36,114.0
243,психолингвистический исследование слово,4.85,0.0,0.0,0.0,1.8,6.1,3.0,1.9,0.4781,88.4,86.0
244,развитие литературный язык,7.74,7.2,21.2,14.6,7.6,5.3,3.4,2.4,0.404,90.9,113.0
245,развитие русский язык,11.88,22.7,6.9,11.6,8.7,10.3,8.2,9.9,0.3513,91.97,121.0
246,развитие словарный состав,10.68,6.0,5.4,12.7,11.7,10.2,5.4,2.4,0.2864,93.36,120.0
